0.474583	0.225229
0.507673	0.257732
0.520917	0.271355
0.531942	0.282962
0.483988	0.234245
0.505703	0.255736
0.483826	0.234088
0.501973	0.251976
0.490249	0.240344
0.509692	0.259786
0.490481	0.240571
0.543195	0.295061
0.484125	0.234377
0.446606	0.199457
0.524768	0.275382
0.499801	0.249801
0.484243	0.234491
0.540932	0.292608
0.490505	0.240595
0.516933	0.26722
0.503095	0.253105
0.498055	0.248058
0.431311	0.186029
0.49518	0.245203
0.55949	0.313029
0.549493	0.301942
0.491208	0.241286
0.513071	0.263242
0.479732	0.230142
0.506031	0.256067
0.505696	0.255729
0.481091	0.231449
0.464788	0.216028
0.429748	0.184683
0.468079	0.219098
0.495726	0.245744
0.485716	0.23592
0.530957	0.281915
0.510803	0.260919
0.467053	0.218139
0.444602	0.197671
0.481081	0.231439
0.516574	0.266848
0.528407	0.279214
0.473302	0.224014
0.537478	0.288883
0.479021	0.229461
0.501613	0.251616
0.527215	0.277956
0.551221	0.303844
0.48767	0.237822
0.536323	0.287642
0.536398	0.287722
0.463861	0.215167
0.49699	0.246999
0.536959	0.288325
0.53124	0.282216
0.524186	0.274771
0.494283	0.244316
0.505788	0.255822
0.465008	0.216233
0.530987	0.281948
0.496186	0.2462
0.505634	0.255666
0.540491	0.292131
0.492847	0.242899
0.448536	0.201184
0.460749	0.21229
0.553034	0.305847
0.530974	0.281934
0.509382	0.25947
0.429364	0.184353
0.447215	0.200001
0.426089	0.181552
0.539896	0.291487
0.486415	0.236599
0.519433	0.269811
0.495388	0.24541
0.502956	0.252965
0.499992	0.249992
0.523679	0.274239
0.460588	0.212141
0.524164	0.274748
0.489993	0.240094
0.53274	0.283812
0.543079	0.294935
0.545065	0.297096
0.472525	0.22328
0.512123	0.26227
0.537195	0.288578
0.50333	0.253341
0.518547	0.268891
0.528946	0.279783
0.517617	0.267928
0.489675	0.239782
0.530289	0.281206
0.543068	0.294923
0.501931	0.251935
0.516278	0.266543
0.523948	0.274521
9.33387e+23	8.71211e+47
